tweet_id,source,text,rating_numerator,rating_denominator,name,dog_breed,Date,Year,Month,Day_of_week,Time,Hour,favorite_count,retweet_count,jpg_url,dog_type,confidence_list
889638837579907072,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist,12,10,Ted,,2017-07-25,2017,July,Tuesday,00:10:02,0,24644.0,3936.0,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_Bulldog,0.99165
889531135344209921,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek,13,10,Stuart,puppo,2017-07-24,2017,July,Monday,17:02:04,17,13877.0,1986.0,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,Golden_Retriever,0.953442
889278841981685760,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,13,10,Oliver,,2017-07-24,2017,July,Monday,00:19:32,0,22999.0,4686.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,Whippet,0.626152
888917238123831296,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,12,10,Jim,,2017-07-23,2017,July,Sunday,00:22:39,0,26606.0,3940.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden_Retriever,0.714719
888804989199671297,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,13,10,Zeke,,2017-07-22,2017,July,Saturday,16:56:37,16,23348.0,3724.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden_Retriever,0.46976
888554962724278272,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,13,10,Ralphus,,2017-07-22,2017,July,Saturday,00:23:06,0,18007.0,3043.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_Husky,0.700377
888078434458587136,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,12,10,Gerald,,2017-07-20,2017,July,Thursday,16:49:33,16,19908.0,3052.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_Bulldog,0.995026
887705289381826560,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,13,10,Jeffrey,,2017-07-19,2017,July,Wednesday,16:06:48,16,27676.0,4752.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,0.821664
887473957103951883,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,13,10,Canela,,2017-07-19,2017,July,Wednesday,00:47:34,0,62705.0,15826.0,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197
887343217045368832,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),13,10,,,2017-07-18,2017,July,Tuesday,16:08:03,16,30759.0,9265.0,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_Hairless,0.330741
887101392804085760,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,12,10,,,2017-07-18,2017,July,Tuesday,00:07:08,0,28017.0,5250.0,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942
886983233522544640,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,13,10,Maya,,2017-07-17,2017,July,Monday,16:17:36,16,31762.0,6722.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469
886736880519319552,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help
",13,10,Mingus,,2017-07-16,2017,July,Sunday,23:58:41,23,10916.0,2799.0,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,0.309706
886366144734445568,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,12,10,Roscoe,pupper,2017-07-15,2017,July,Saturday,23:25:31,23,19289.0,2785.0,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_Bulldog,0.999201
886258384151887873,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,13,10,Waffles,,2017-07-15,2017,July,Saturday,16:17:19,16,25557.0,5564.0,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,0.943575
885984800019947520,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,12,10,Jimbo,,2017-07-14,2017,July,Friday,22:10:11,22,29768.0,5908.0,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_Spaniel,0.972494
885528943205470208,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,13,10,Maisey,,2017-07-13,2017,July,Thursday,15:58:47,15,32831.0,5621.0,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,0.369275
885167619883638784,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,13,10,,,2017-07-12,2017,July,Wednesday,16:03:00,16,19996.0,3847.0,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,0.8124819999999999
884925521741709313,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",12,10,Earl,,2017-07-12,2017,July,Wednesday,00:01:00,0,70241.0,15889.0,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_Greyhound,0.259916
884876753390489601,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,13,10,Lola,,2017-07-11,2017,July,Tuesday,20:47:12,20,25405.0,4914.0,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,0.822103
884562892145688576,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,13,10,Kevin,,2017-07-11,2017,July,Tuesday,00:00:02,0,22204.0,4134.0,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,0.5464060000000001
884441805382717440,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",14,10,,,2017-07-10,2017,July,Monday,15:58:53,15,24780.0,5017.0,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225
884162670584377345,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,12,10,Yogi,doggo,2017-07-09,2017,July,Sunday,21:29:42,21,18648.0,2633.0,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_Shepherd,0.707046
883838122936631299,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,12,10,Noah,,2017-07-09,2017,July,Sunday,00:00:04,0,19962.0,3011.0,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946
883482846933004288,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",5,10,Bella,,2017-07-08,2017,July,Saturday,00:28:19,0,41844.0,8690.0,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden_Retriever,0.943082
883360690899218434,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,13,10,Grizzwald,floofer,2017-07-07,2017,July,Friday,16:22:55,16,20733.0,3237.0,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,0.987997
883117836046086144,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",13,10,,,2017-07-07,2017,July,Friday,00:17:54,0,33885.0,5844.0,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden_Retriever,0.949562
882992080364220416,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,13,10,Rusty,,2017-07-06,2017,July,Thursday,15:58:11,15,21821.0,3410.0,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_Dog,0.466778
882762694511734784,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,12,10,Gus,pupper,2017-07-06,2017,July,Thursday,00:46:41,0,25804.0,4296.0,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_Retriever,0.85005
882627270321602560,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),13,10,Stanley,,2017-07-05,2017,July,Wednesday,15:48:34,15,25623.0,5341.0,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982
882268110199369728,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,13,10,Alfy,,2017-07-04,2017,July,Tuesday,16:01:23,16,40934.0,10207.0,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden_Retriever,0.762211
882045870035918850,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",13,10,Koko,,2017-07-04,2017,July,Tuesday,01:18:17,1,26787.0,4283.0,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Golden_Retriever,0.00694063
881906580714921986,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,12,10,Rey,,2017-07-03,2017,July,Monday,16:04:48,16,22268.0,2995.0,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539
881666595344535552,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,13,10,Gary,pupper,2017-07-03,2017,July,Monday,00:11:11,0,46310.0,9404.0,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012
881536004380872706,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",14,10,a,pupper,2017-07-02,2017,July,Sunday,15:32:16,15,45213.0,14110.0,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463
880872448815771648,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,12,10,,,2017-06-30,2017,June,Friday,19:35:32,19,19467.0,3369.0,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416
880465832366813184,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,12,10,Bella,,2017-06-29,2017,June,Thursday,16:39:47,16,26009.0,5477.0,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden_Retriever,0.913255
880221127280381952,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,12,10,Jesse,,2017-06-29,2017,June,Thursday,00:27:25,0,24628.0,3660.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525
880095782870896641,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,11,10,,,2017-06-28,2017,June,Wednesday,16:09:20,16,25250.0,3834.0,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature_Pinscher,0.120298
879862464715927552,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,13,10,Romeo,,2017-06-28,2017,June,Wednesday,00:42:13,0,20455.0,3071.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,0.813507
879492040517615616,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,12,10,Bailey,,2017-06-27,2017,June,Tuesday,00:10:17,0,21485.0,2792.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_Short-Haired_Pointer,0.479896
879415818425184262,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),13,10,Duddles,,2017-06-26,2017,June,Monday,19:07:24,19,96644.0,39381.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_Springer,0.383404
879376492567855104,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,12,10,Jack,,2017-06-26,2017,June,Monday,16:31:08,16,15422.0,2761.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_Retriever,0.0334961
879008229531029506,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,13,10,Beau,,2017-06-25,2017,June,Sunday,16:07:47,16,17400.0,2360.0,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,0.960513
878776093423087618,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,13,10,Snoopy,,2017-06-25,2017,June,Sunday,00:45:22,0,17740.0,3616.0,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_Greyhound,0.734684
878281511006478336,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below
",13,10,Shadow,,2017-06-23,2017,June,Friday,16:00:04,16,7061.0,1124.0,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,0.32042
878057613040115712,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,14,10,Emmy,,2017-06-23,2017,June,Friday,01:10:23,1,38551.0,6010.0,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_Bulldog,0.839097
877736472329191424,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,13,10,Aja,,2017-06-22,2017,June,Thursday,03:54:17,3,72415.0,16711.0,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_Retriever,0.8379559999999999
877556246731214848,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,12,10,Penny,,2017-06-21,2017,June,Wednesday,15:58:08,15,20800.0,3361.0,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,0.995368
877316821321428993,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",13,10,Dante,,2017-06-21,2017,June,Wednesday,00:06:44,0,25142.0,4599.0,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001
877201837425926144,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,12,10,Nelly,,2017-06-20,2017,June,Tuesday,16:29:50,16,24835.0,4912.0,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112
876838120628539392,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,12,10,Ginger,pupper,2017-06-19,2017,June,Monday,16:24:33,16,18969.0,2945.0,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,0.575751
876484053909872640,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,13,10,Benedict,,2017-06-18,2017,June,Sunday,16:57:37,16,17231.0,2090.0,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden_Retriever,0.874566
876120275196170240,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",13,10,Venti,puppo,2017-06-17,2017,June,Saturday,16:52:05,16,25689.0,4120.0,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_Mountain_Dog,0.534327
875747767867523072,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",13,10,Goose,,2017-06-16,2017,June,Friday,16:11:53,16,23024.0,3770.0,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_Retriever,0.799551
875144289856114688,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,13,10,Nugget,,2017-06-15,2017,June,Thursday,00:13:52,0,20120.0,4343.0,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_Husky,0.245048
875021211251597312,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,12,10,,,2017-06-14,2017,June,Wednesday,16:04:48,16,23426.0,4178.0,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_White_Terrier,0.7143189999999999
874680097055178752,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,12,10,Cash,,2017-06-13,2017,June,Tuesday,17:29:20,17,25545.0,4103.0,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_Retriever,0.836052
874296783580663808,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,13,10,Jed,pupper,2017-06-12,2017,June,Monday,16:06:11,16,23923.0,3664.0,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker_Spaniel,0.437216
874057562936811520,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",12,10,,,2017-06-12,2017,June,Monday,00:15:36,0,20882.0,3533.0,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-Coated_Retriever,0.8321770000000001
874012996292530176,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",13,10,Sebastian,puppo,2017-06-11,2017,June,Sunday,21:18:31,21,31375.0,9057.0,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674
873580283840344065,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",13,10,,,2017-06-10,2017,June,Saturday,16:39:04,16,22267.0,3497.0,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537
873213775632977920,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below
",12,10,Sierra,pupper,2017-06-09,2017,June,Friday,16:22:42,16,6581.0,1403.0,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla,0.6197819999999999
872967104147763200,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,12,10,,doggo,2017-06-09,2017,June,Friday,00:02:31,0,25046.0,4800.0,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_Retriever,0.476913
872820683541237760,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",13,10,,,2017-06-08,2017,June,Thursday,14:20:41,14,13569.0,3305.0,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,Pug,0.99912
872620804844003328,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,13,10,Monkey,,2017-06-08,2017,June,Thursday,01:06:27,1,19080.0,3234.0,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Cocker_Spaniel,0.513191
872486979161796608,Twitter for iPhone,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,12,10,,,2017-06-07,2017,June,Wednesday,16:14:40,16,37499.0,8090.0,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861
872261713294495745,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck,13,10,Harry,,2017-06-07,2017,June,Wednesday,01:19:32,1,,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_Retriever,0.972019
872122724285648897,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,12,10,Kody,,2017-06-06,2017,June,Tuesday,16:07:15,16,31502.0,7220.0,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,Pug,0.06673630000000001
871879754684805121,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,13,10,Lassie,puppo,2017-06-06,2017,June,Tuesday,00:01:46,0,34525.0,9741.0,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_Sheepdog,0.969171
871762521631449091,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,12,10,Rover,pupper,2017-06-05,2017,June,Monday,16:15:56,16,18613.0,3102.0,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_Retriever,0.921393
871515927908634625,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,12,10,Napolean,doggo,2017-06-04,2017,June,Sunday,23:56:03,23,18591.0,3105.0,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,Komondor,0.974781
871032628920680449,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",13,10,Boomer,,2017-06-03,2017,June,Saturday,15:55:36,15,20975.0,3401.0,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,Kelpie,0.3980530000000001
870656317836468226,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:",13,10,Cody,,2017-06-02,2017,June,Friday,15:00:16,15,11339.0,2333.0,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495
870374049280663552,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,13,10,Zoey,,2017-06-01,2017,June,Thursday,20:18:38,20,76834.0,23848.0,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Golden_Retriever,0.841001
